list-dl-none,8,1,1,24,281543,11730
list-dl-none,8,2,1,48,293111,6106
list-dl-none,8,4,1,96,265368,2764
list-dl-none,8,8,1,192,453143,2360
list-dl-none,12,1,1,36,322606,8961
list-dl-none,12,2,1,72,356027,4944
list-dl-none,12,4,1,144,513248,3564
list-dl-none,12,16,1,576,3350422,5816
list-i-m,12,32,1,1152,3092770,2684
list-d-m,12,32,1,1152,3254271,2824
list-il-m,12,32,1,1152,16231157,14089
list-dl-m,12,32,1,1152,11993968,10411
list-i-s,12,32,1,1152,9763891,8475
list-d-s,12,32,1,1152,116691610,101294
list-il-s,12,32,1,1152,950785461,825334
list-dl-s,12,32,1,1152,85634563,74335
list-none-none,1,1000,1,3000,2517284,839
list-none-m,1,1000,1,3000,2664931,888
list-none-m,2,1000,1,6000,20050058,3341
list-none-m,4,1000,1,12000,74545533,6212
list-none-m,8,1000,1,24000,303667363,12652
list-none-m,12,1000,1,36000,731407970,20316
list-none-m,16,1000,1,48000,1474426435,30717
list-none-m,24,1000,1,72000,3424458908,47561
list-none-s,1,1000,1,3000,2687271,895
list-none-s,2,1000,1,6000,49695601,8282
list-none-s,4,1000,1,12000,616227553,51352
list-none-s,8,1000,1,24000,11222278197,467594
list-none-s,12,1000,1,36000,29886525649,830181
list-none-s,16,1000,1,48000,7735276160,161151
list-none-s,24,1000,1,72000,274663034343,3814764
list-none-none,1,10,1,30,102842,3428
list-none-none,1,100,1,300,135307,451
list-none-none,1,1000,1,3000,2769611,923
list-none-none,1,10000,1,30000,455755019,15191
list-none-none,1,20000,1,60000,2377444270,39624
list-none-none,2,1,1,6,125944,20990
list-none-none,2,10,1,60,219645,3660
list-none-none,2,100,1,600,323569,539
list-none-none,2,1000,1,6000,24941338,4156
list-none-none,4,10,1,120,245957,2049
list-none-none,8,1,1,24,1062945,44289
list-none-none,8,10,1,240,371878,1549
list-none-none,12,1,1,36,1435721,39881
list-none-none,12,10,1,360,530748,1474
list-i-none,2,1,1,6,138783,23130
list-i-none,2,2,1,12,138097,11508
list-i-none,2,4,1,24,170342,7097
list-i-none,2,8,1,48,134142,2794
list-i-none,2,16,1,96,129600,1350
list-i-none,2,32,1,192,129107,672
list-i-none,4,1,1,12,172334,14361
list-i-none,4,2,1,24,447342,18639
list-i-none,4,4,1,48,128172,2670
list-i-none,4,8,1,96,159964,1666
list-i-none,8,2,1,48,372777,7766
list-i-none,8,4,1,96,281220,2929
